datetime,latitude,longitude
250102.1848,31.454,-86.89
250102.1848,31.461,-82.232
250102.1848,31.467,-85.756
250102.1848,31.497,-83.25
250102.1848,31.536,-82.787
250102.1848,31.625,-87.104
250102.1848,31.628,-87.105
250102.1848,31.648,-85.611
250102.1848,31.648,-85.607
250102.1848,31.651,-85.607
250102.1848,31.688,-87.416
250102.1848,31.691,-87.417
250102.1848,31.723,-90.556
250102.1848,31.749,-84.776
250102.1848,31.775,-82.72
250102.1848,31.776,-82.715
250102.1848,31.779,-88.938
250102.1848,31.78,-87.177
250102.1848,31.78,-82.715
250102.1848,31.78,-82.71
250102.1848,31.784,-87.178
250102.1848,31.788,-87.175
250102.1848,31.789,-83.53
250102.1848,31.79,-87.18
250102.1848,31.792,-81.839
250102.1848,31.793,-83.53
250102.1848,31.793,-83.526
250102.1848,31.797,-83.526
250102.1848,31.807,-84.432
250102.1848,31.82,-84.696
250102.1848,31.844,-82.825
250102.1848,31.844,-82.614
250102.1848,31.851,-86.898
250102.1848,31.854,-86.899
250102.1848,31.857,-86.903
250102.1848,31.857,-86.899
250102.1848,31.865,-82.168
250102.1848,31.88,-86.887
250102.1848,31.88,-86.883
250102.1848,31.881,-82.955
250102.1848,31.881,-82.953
250102.1848,31.883,-86.888
250102.1848,31.883,-86.884
250102.1848,31.885,-82.951
250102.1848,31.885,-82.949
250102.1848,31.898,-83.637
250102.1848,31.899,-84.608
250102.1848,31.912,-85.33
250102.1848,31.917,-85.7
250102.1848,31.917,-84.603
250102.1848,31.919,-86.497
250102.1848,31.919,-86.493
250102.1848,31.933,-88.352
250102.1848,32.035,-88.743
250102.1848,32.036,-88.735
250102.1848,32.047,-89.367
250102.1848,32.049,-83.896
250102.1848,32.049,-81.834
250102.1848,32.052,-83.901
250102.1848,32.052,-83.896
250102.1848,32.053,-81.834
250102.1848,32.054,-81.823
250102.1848,32.056,-81.841
250102.1848,32.057,-81.835
250102.1848,32.065,-81.831
250102.1848,32.066,-81.825
250102.1848,32.067,-81.819
250102.1848,32.069,-81.831
250102.1848,32.07,-81.826
250102.1848,32.07,-81.82
250102.1848,32.082,-83.836
250102.1848,32.089,-82.292
250102.1848,32.091,-82.176
250102.1848,32.098,-82.765
250102.1848,32.1,-82.776
250102.1848,32.101,-82.771
250102.1848,32.101,-82.765
250102.1848,32.103,-88.273
250102.1848,32.116,-85.184
250102.1848,32.117,-85.18
250102.1848,32.119,-86.679
250102.1848,32.12,-85.185
250102.1848,32.123,-81.927
250102.1848,32.128,-81.922
250102.1848,32.132,-82.572
250102.1848,32.139,-82.483
250102.1848,32.14,-82.478
250102.1848,32.148,-82.313
250102.1848,32.151,-83.836
250102.1848,32.151,-83.832
250102.1848,32.214,-82.63
250102.1848,32.238,-82.834
250102.1848,32.242,-82.835
250102.1848,32.247,-83.447
250102.1848,32.253,-83.316
250102.1848,32.256,-86.769
250102.1848,32.315,-82.403
250102.1848,32.336,-82.188
250102.1848,32.349,-82.179
250102.1848,32.388,-82.98
250102.1848,32.389,-82.97
250102.1848,32.392,-82.981
250102.1848,32.393,-82.966
250102.1848,32.397,-82.971
250102.1848,32.397,-82.966
250102.1848,32.411,-84.415
250102.1848,32.439,-87.044
250102.1848,32.441,-82.545
250102.1848,32.447,-82.455
250102.1848,32.448,-82.449
250102.1848,32.451,-86.579
250102.1848,32.482,-82.291
250102.1848,32.483,-82.313
250102.1848,32.483,-82.286
250102.1848,32.483,-81.302
250102.1848,32.484,-82.308
250102.1848,32.487,-81.302
250102.1848,32.488,-82.309
250102.1848,32.491,-81.303
250102.1848,32.502,-83.145
250102.1848,32.507,-85.83
250102.1848,32.527,-82.47
250102.1848,32.529,-81.951
250102.1848,32.543,-86.736
250102.1848,32.55,-86.738
250102.1848,32.553,-86.738
250102.1848,32.577,-84.215
250102.1848,32.645,-82.447
250102.1848,32.684,-81.317
250102.1848,32.688,-81.318
250102.1848,32.74,-83.055
250102.1848,32.74,-83.052
250102.1848,32.744,-80.297
250102.1848,32.766,-83.62
250102.1848,32.778,-84.313
250102.1848,32.78,-84.318
250102.1848,32.78,-80.844
250102.1848,32.781,-84.313
250102.1848,32.786,-84.301
250102.1848,32.787,-81.281
250102.1848,32.793,-84.302
250102.1848,32.894,-81.842
250102.1848,32.894,-81.836
250102.1848,32.928,-83.283
250102.1848,32.929,-83.286
250102.1848,32.978,-82.196
250102.1848,32.981,-82.203
250102.1848,32.982,-82.197
250102.1848,32.985,-82.203
250102.1848,32.985,-82.198
250102.1848,33.015,-79.884
250102.1848,33.095,-82.617
250102.1848,33.095,-82.612
250102.1848,33.216,-81.33
250102.1848,33.246,-81.389
250102.1848,33.326,-80.561
250102.1850,31.432,-95.042
250102.1850,31.522,-98.045
250102.1850,31.523,-98.046
250102.1850,32.029,-92.929
250102.1850,32.033,-92.931
250102.1850,32.183,-97.902
250102.1850,32.204,-97.885
250102.1850,32.209,-97.887
250102.1850,32.274,-89.906
250102.1850,32.407,-91.749
250102.1850,32.457,-90.231
250102.1850,32.512,-98.296
250102.1850,32.574,-92.685
250102.1850,32.678,-94.527
250102.1850,32.679,-94.525
250102.1850,32.687,-89.35
250102.1850,32.687,-89.349
250102.1850,32.762,-88.175
250102.1850,32.796,-94.664
250102.1850,32.949,-88.494
250102.1850,32.949,-84.253
